variation_id,clinvar_id,variation_type_xml,number_of_submissions_xml,number_of_submitters_xml,date_created,date_last_updated,most_recent_submission,record_type,date_created_parsed,date_created_year,date_last_updated_parsed,date_last_updated_year,most_recent_submission_parsed,most_recent_submission_year
3074111,VCV003074111,Microsatellite,2,2,2024-04-20,2026-02-17,2026-02-15,classified,2024-04-20,2024,2026-02-17,2026,2026-02-15,2026
3075307,VCV003075307,Duplication,1,1,2024-04-20,2025-05-19,2024-04-20,classified,2024-04-20,2024,2025-05-19,2025,2024-04-20,2024
3076015,VCV003076015,Deletion,1,1,2024-04-20,2025-05-19,2024-04-20,classified,2024-04-20,2024,2025-05-19,2025,2024-04-20,2024
3076018,VCV003076018,Deletion,1,1,2024-04-20,2025-05-19,2024-04-20,classified,2024-04-20,2024,2025-05-19,2025,2024-04-20,2024
3076025,VCV003076025,Deletion,1,1,2024-04-20,2025-05-19,2024-04-20,classified,2024-04-20,2024,2025-05-19,2025,2024-04-20,2024
3076027,VCV003076027,Deletion,1,1,2024-04-20,2025-05-19,2024-04-20,classified,2024-04-20,2024,2025-05-19,2025,2024-04-20,2024
3076029,VCV003076029,Insertion,1,1,2024-04-20,2025-05-19,2024-04-20,classified,2024-04-20,2024,2025-05-19,2025,2024-04-20,2024
3076042,VCV003076042,Duplication,1,1,2024-04-20,2025-05-19,2024-04-20,classified,2024-04-20,2024,2025-05-19,2025,2024-04-20,2024
3076044,VCV003076044,Insertion,1,1,2024-04-20,2025-05-19,2024-04-20,classified,2024-04-20,2024,2025-05-19,2025,2024-04-20,2024
3230725,VCV003230725,Deletion,1,1,2024-05-01,2025-05-19,2024-05-01,classified,2024-05-01,2024,2025-05-19,2025,2024-05-01,2024
3230730,VCV003230730,single nucleotide variant,2,2,2024-05-01,2026-02-25,2026-02-23,classified,2024-05-01,2024,2026-02-25,2026,2026-02-23,2026
3230731,VCV003230731,Deletion,1,1,2024-05-01,2025-05-19,2024-05-01,classified,2024-05-01,2024,2025-05-19,2025,2024-05-01,2024
3236854,VCV003236854,Insertion,1,1,2024-06-02,2025-05-19,2024-06-02,classified,2024-06-02,2024,2025-05-19,2025,2024-06-02,2024
3252026,VCV003252026,Deletion,1,1,2024-07-15,2026-04-13,2025-04-13,classified,2024-07-15,2024,2026-04-13,2026,2025-04-13,2025
3253477,VCV003253477,single nucleotide variant,1,1,2024-07-23,2025-05-19,2024-07-23,classified,2024-07-23,2024,2025-05-19,2025,2024-07-23,2024
3254535,VCV003254535,single nucleotide variant,1,1,2024-07-23,2026-04-13,2024-07-23,classified,2024-07-23,2024,2026-04-13,2026,2024-07-23,2024
3254536,VCV003254536,Deletion,1,1,2024-07-23,2026-04-13,2024-07-23,classified,2024-07-23,2024,2026-04-13,2026,2024-07-23,2024
3254651,VCV003254651,Indel,1,1,2024-07-23,2026-04-13,2024-11-24,classified,2024-07-23,2024,2026-04-13,2026,2024-11-24,2024
3255227,VCV003255227,Deletion,1,1,2024-07-23,2026-04-13,2024-07-23,classified,2024-07-23,2024,2026-04-13,2026,2024-07-23,2024
3338328,VCV003338328,single nucleotide variant,1,1,2024-11-03,2024-11-19,2024-11-03,classified,2024-11-03,2024,2024-11-19,2024,2024-11-03,2024
3338695,VCV003338695,single nucleotide variant,1,1,2024-09-17,2024-09-30,2024-09-16,classified,2024-09-17,2024,2024-09-30,2024,2024-09-16,2024
3340202,VCV003340202,single nucleotide variant,2,2,2024-09-30,2026-04-13,2025-10-25,classified,2024-09-30,2024,2026-04-13,2026,2025-10-25,2025
3341931,VCV003341931,Duplication,1,1,2024-10-08,2026-01-11,2026-01-11,classified,2024-10-08,2024,2026-01-11,2026,2026-01-11,2026
3370336,VCV003370336,single nucleotide variant,1,1,2024-11-03,2026-04-13,2024-11-03,classified,2024-11-03,2024,2026-04-13,2026,2024-11-03,2024
3376533,VCV003376533,Deletion,1,1,2024-11-19,2026-04-13,2024-11-17,classified,2024-11-19,2024,2026-04-13,2026,2024-11-17,2024
3376939,VCV003376939,Deletion,1,1,2024-11-25,2026-04-13,2024-11-24,classified,2024-11-25,2024,2026-04-13,2026,2024-11-24,2024
3376960,VCV003376960,Duplication,1,1,2024-11-25,2026-04-13,2024-11-24,classified,2024-11-25,2024,2026-04-13,2026,2024-11-24,2024
3381030,VCV003381030,single nucleotide variant,1,1,2024-11-25,2024-11-30,2024-11-24,classified,2024-11-25,2024,2024-11-30,2024,2024-11-24,2024
3382540,VCV003382540,single nucleotide variant,1,1,2024-11-30,2026-04-13,2025-10-05,classified,2024-11-30,2024,2026-04-13,2026,2025-10-05,2025
3383250,VCV003383250,single nucleotide variant,1,1,2024-12-07,2026-04-13,2024-12-07,classified,2024-12-07,2024,2026-04-13,2026,2024-12-07,2024
3386898,VCV003386898,single nucleotide variant,2,2,2024-12-15,2026-02-17,2026-02-15,classified,2024-12-15,2024,2026-02-17,2026,2026-02-15,2026
3544410,VCV003544410,single nucleotide variant,1,1,2025-01-19,2026-04-13,2025-04-13,classified,2025-01-19,2025,2026-04-13,2026,2025-04-13,2025
3544414,VCV003544414,single nucleotide variant,1,1,2025-01-19,2025-04-13,2025-04-13,classified,2025-01-19,2025,2025-04-13,2025,2025-04-13,2025
3544416,VCV003544416,single nucleotide variant,1,1,2025-01-19,2026-04-13,2025-04-13,classified,2025-01-19,2025,2026-04-13,2026,2025-04-13,2025
3602222,VCV003602222,Deletion,1,1,2025-02-08,2025-02-08,2025-02-08,classified,2025-02-08,2025,2025-02-08,2025,2025-02-08,2025
3644294,VCV003644294,Deletion,1,1,2025-02-26,2026-02-25,2026-02-23,classified,2025-02-26,2025,2026-02-25,2026,2026-02-23,2026
3645049,VCV003645049,Duplication,1,1,2025-02-26,2026-02-25,2026-02-23,classified,2025-02-26,2025,2026-02-25,2026,2026-02-23,2026
3651113,VCV003651113,Deletion,1,1,2025-02-26,2026-02-25,2026-02-23,classified,2025-02-26,2025,2026-02-25,2026,2026-02-23,2026
3651645,VCV003651645,Deletion,1,1,2025-02-26,2026-02-25,2026-02-23,classified,2025-02-26,2025,2026-02-25,2026,2026-02-23,2026
3655448,VCV003655448,Deletion,1,1,2025-02-26,2026-02-25,2026-02-23,classified,2025-02-26,2025,2026-02-25,2026,2026-02-23,2026
3657287,VCV003657287,single nucleotide variant,1,1,2025-02-26,2026-02-25,2026-02-23,classified,2025-02-26,2025,2026-02-25,2026,2026-02-23,2026
3712259,VCV003712259,Deletion,1,1,2025-02-26,2026-02-25,2026-02-23,classified,2025-02-26,2025,2026-02-25,2026,2026-02-23,2026
3720786,VCV003720786,single nucleotide variant,1,1,2025-02-26,2026-02-25,2026-02-23,classified,2025-02-26,2025,2026-02-25,2026,2026-02-23,2026
3720787,VCV003720787,Deletion,1,1,2025-02-26,2026-02-25,2026-02-23,classified,2025-02-26,2025,2026-02-25,2026,2026-02-23,2026
3720789,VCV003720789,single nucleotide variant,1,1,2025-02-26,2026-02-25,2026-02-23,classified,2025-02-26,2025,2026-02-25,2026,2026-02-23,2026
3720791,VCV003720791,single nucleotide variant,1,1,2025-02-26,2026-02-25,2026-02-23,classified,2025-02-26,2025,2026-02-25,2026,2026-02-23,2026
3720792,VCV003720792,Deletion,1,1,2025-02-26,2026-03-01,2026-02-23,classified,2025-02-26,2025,2026-03-01,2026,2026-02-23,2026
3720793,VCV003720793,Duplication,1,1,2025-02-26,2026-03-01,2026-02-23,classified,2025-02-26,2025,2026-03-01,2026,2026-02-23,2026
3720794,VCV003720794,single nucleotide variant,2,2,2025-02-26,2026-03-01,2026-02-23,classified,2025-02-26,2025,2026-03-01,2026,2026-02-23,2026
3721525,VCV003721525,Duplication,1,1,2025-02-26,2026-02-25,2026-02-23,classified,2025-02-26,2025,2026-02-25,2026,2026-02-23,2026
3724054,VCV003724054,Deletion,1,1,2025-02-26,2026-03-01,2026-02-23,classified,2025-02-26,2025,2026-03-01,2026,2026-02-23,2026
3728256,VCV003728256,Duplication,1,1,2025-02-26,2026-02-25,2026-02-23,classified,2025-02-26,2025,2026-02-25,2026,2026-02-23,2026
3730888,VCV003730888,single nucleotide variant,1,1,2025-02-26,2025-02-26,2025-02-25,classified,2025-02-26,2025,2025-02-26,2025,2025-02-25,2025
3764662,VCV003764662,Deletion,1,1,2025-03-05,2026-04-13,2025-10-05,classified,2025-03-05,2025,2026-04-13,2026,2025-10-05,2025
3773804,VCV003773804,Deletion,1,1,2025-03-29,2025-04-08,2025-03-29,classified,2025-03-29,2025,2025-04-08,2025,2025-03-29,2025
3775096,VCV003775096,Duplication,1,1,2025-04-13,2026-04-13,2025-04-13,classified,2025-04-13,2025,2026-04-13,2026,2025-04-13,2025
3862757,VCV003862757,Duplication,1,1,2025-04-28,2025-04-28,2025-04-28,classified,2025-04-28,2025,2025-04-28,2025,2025-04-28,2025
3893973,VCV003893973,Deletion,1,1,2025-05-03,2026-02-08,2025-05-03,classified,2025-05-03,2025,2026-02-08,2026,2025-05-03,2025
3894466,VCV003894466,Deletion,2,2,2025-05-03,2026-02-08,2025-07-13,classified,2025-05-03,2025,2026-02-08,2026,2025-07-13,2025
3894984,VCV003894984,single nucleotide variant,1,1,2025-05-03,2025-05-03,2025-05-03,classified,2025-05-03,2025,2025-05-03,2025,2025-05-03,2025
3895040,VCV003895040,single nucleotide variant,1,1,2025-05-03,2025-05-03,2025-05-03,classified,2025-05-03,2025,2025-05-03,2025,2025-05-03,2025
3895051,VCV003895051,Deletion,1,1,2025-05-03,2025-05-03,2025-05-03,classified,2025-05-03,2025,2025-05-03,2025,2025-05-03,2025
3895127,VCV003895127,single nucleotide variant,1,1,2025-05-03,2025-05-03,2025-05-03,classified,2025-05-03,2025,2025-05-03,2025,2025-05-03,2025
3895444,VCV003895444,single nucleotide variant,1,1,2025-05-03,2025-05-03,2025-05-03,classified,2025-05-03,2025,2025-05-03,2025,2025-05-03,2025
3900638,VCV003900638,single nucleotide variant,1,1,2025-06-01,2026-04-13,2025-05-31,classified,2025-06-01,2025,2026-04-13,2026,2025-05-31,2025
3911046,VCV003911046,single nucleotide variant,1,1,2025-07-05,2025-07-05,2025-07-05,classified,2025-07-05,2025,2025-07-05,2025,2025-07-05,2025
3911914,VCV003911914,Deletion,1,1,2025-07-13,2026-02-08,2026-02-07,classified,2025-07-13,2025,2026-02-08,2026,2026-02-07,2026
4071954,VCV004071954,Deletion,1,1,2025-08-03,2026-04-13,2025-09-22,classified,2025-08-03,2025,2026-04-13,2026,2025-09-22,2025
4074721,VCV004074721,Insertion,1,1,2025-08-16,2026-04-13,2025-08-16,classified,2025-08-16,2025,2026-04-13,2026,2025-08-16,2025
4074744,VCV004074744,single nucleotide variant,1,1,2025-08-16,2026-04-13,2025-08-16,classified,2025-08-16,2025,2026-04-13,2026,2025-08-16,2025
4090314,VCV004090314,Duplication,1,1,2025-10-05,2025-10-05,2025-10-05,classified,2025-10-05,2025,2025-10-05,2025,2025-10-05,2025
4280330,VCV004280330,single nucleotide variant,1,1,2025-10-18,2026-04-13,2025-10-18,classified,2025-10-18,2025,2026-04-13,2026,2025-10-18,2025
4281328,VCV004281328,Duplication,1,1,2025-10-26,2026-01-11,2026-01-11,classified,2025-10-26,2025,2026-01-11,2026,2026-01-11,2026
4528252,VCV004528252,Deletion,1,1,2025-11-15,2025-11-15,2025-11-15,classified,2025-11-15,2025,2025-11-15,2025,2025-11-15,2025
4529668,VCV004529668,Duplication,2,2,2025-11-22,2026-02-17,2026-02-15,classified,2025-11-22,2025,2026-02-17,2026,2026-02-15,2026
4535537,VCV004535537,single nucleotide variant,1,1,2025-12-14,2025-12-14,2025-12-14,classified,2025-12-14,2025,2025-12-14,2025,2025-12-14,2025
4537402,VCV004537402,Deletion,1,1,2025-12-14,2025-12-20,2025-12-20,classified,2025-12-14,2025,2025-12-20,2025,2025-12-20,2025
4614344,VCV004614344,Deletion,1,1,2026-01-11,2026-01-11,2026-01-11,classified,2026-01-11,2026,2026-01-11,2026,2026-01-11,2026
4614346,VCV004614346,Deletion,1,1,2026-01-11,2026-01-11,2026-01-11,classified,2026-01-11,2026,2026-01-11,2026,2026-01-11,2026
4614351,VCV004614351,Deletion,2,2,2026-01-11,2026-03-01,2026-02-23,classified,2026-01-11,2026,2026-03-01,2026,2026-02-23,2026
4614356,VCV004614356,Indel,1,1,2026-01-11,2026-01-11,2026-01-11,classified,2026-01-11,2026,2026-01-11,2026,2026-01-11,2026
4681926,VCV004681926,Duplication,2,2,2026-01-11,2026-02-25,2026-02-15,classified,2026-01-11,2026,2026-02-25,2026,2026-02-15,2026
4686179,VCV004686179,Deletion,1,1,2026-01-24,2026-01-24,2026-01-24,classified,2026-01-24,2026,2026-01-24,2026,2026-01-24,2026
4709556,VCV004709556,single nucleotide variant,1,1,2026-02-17,2026-02-17,2026-02-15,classified,2026-02-17,2026,2026-02-17,2026,2026-02-15,2026
4709557,VCV004709557,single nucleotide variant,1,1,2026-02-17,2026-02-17,2026-02-15,classified,2026-02-17,2026,2026-02-17,2026,2026-02-15,2026
4710749,VCV004710749,single nucleotide variant,1,1,2026-02-17,2026-02-17,2026-02-15,classified,2026-02-17,2026,2026-02-17,2026,2026-02-15,2026
4710895,VCV004710895,single nucleotide variant,1,1,2026-02-17,2026-02-17,2026-02-15,classified,2026-02-17,2026,2026-02-17,2026,2026-02-15,2026
4714508,VCV004714508,Insertion,1,1,2026-02-17,2026-02-17,2026-02-15,classified,2026-02-17,2026,2026-02-17,2026,2026-02-15,2026
4715444,VCV004715444,Deletion,1,1,2026-02-17,2026-02-17,2026-02-15,classified,2026-02-17,2026,2026-02-17,2026,2026-02-15,2026
4715748,VCV004715748,Deletion,1,1,2026-02-17,2026-02-17,2026-02-15,classified,2026-02-17,2026,2026-02-17,2026,2026-02-15,2026
4719590,VCV004719590,Deletion,1,1,2026-02-17,2026-02-17,2026-02-15,classified,2026-02-17,2026,2026-02-17,2026,2026-02-15,2026
4720342,VCV004720342,Insertion,1,1,2026-02-17,2026-02-17,2026-02-15,classified,2026-02-17,2026,2026-02-17,2026,2026-02-15,2026
4720344,VCV004720344,Duplication,1,1,2026-02-17,2026-02-17,2026-02-15,classified,2026-02-17,2026,2026-02-17,2026,2026-02-15,2026
4721201,VCV004721201,Deletion,1,1,2026-02-17,2026-02-17,2026-02-15,classified,2026-02-17,2026,2026-02-17,2026,2026-02-15,2026
4722731,VCV004722731,Deletion,1,1,2026-02-17,2026-02-17,2026-02-15,classified,2026-02-17,2026,2026-02-17,2026,2026-02-15,2026
4724072,VCV004724072,single nucleotide variant,1,1,2026-02-17,2026-02-17,2026-02-15,classified,2026-02-17,2026,2026-02-17,2026,2026-02-15,2026
4725502,VCV004725502,single nucleotide variant,1,1,2026-02-17,2026-02-17,2026-02-15,classified,2026-02-17,2026,2026-02-17,2026,2026-02-15,2026
4726900,VCV004726900,Deletion,1,1,2026-02-17,2026-02-17,2026-02-15,classified,2026-02-17,2026,2026-02-17,2026,2026-02-15,2026
4727073,VCV004727073,Deletion,1,1,2026-02-17,2026-02-17,2026-02-15,classified,2026-02-17,2026,2026-02-17,2026,2026-02-15,2026
4727450,VCV004727450,Deletion,1,1,2026-02-17,2026-02-17,2026-02-15,classified,2026-02-17,2026,2026-02-17,2026,2026-02-15,2026
4728357,VCV004728357,Duplication,1,1,2026-02-17,2026-02-17,2026-02-15,classified,2026-02-17,2026,2026-02-17,2026,2026-02-15,2026
4730168,VCV004730168,single nucleotide variant,1,1,2026-02-17,2026-02-17,2026-02-15,classified,2026-02-17,2026,2026-02-17,2026,2026-02-15,2026
4733133,VCV004733133,Deletion,1,1,2026-02-17,2026-02-17,2026-02-15,classified,2026-02-17,2026,2026-02-17,2026,2026-02-15,2026
4757905,VCV004757905,Duplication,1,1,2026-02-17,2026-02-17,2026-02-15,classified,2026-02-17,2026,2026-02-17,2026,2026-02-15,2026
4758579,VCV004758579,Deletion,1,1,2026-02-17,2026-02-17,2026-02-15,classified,2026-02-17,2026,2026-02-17,2026,2026-02-15,2026
4758983,VCV004758983,Deletion,1,1,2026-02-17,2026-02-17,2026-02-15,classified,2026-02-17,2026,2026-02-17,2026,2026-02-15,2026
4763986,VCV004763986,Deletion,1,1,2026-02-25,2026-03-01,2026-02-23,classified,2026-02-25,2026,2026-03-01,2026,2026-02-23,2026
4804554,VCV004804554,Deletion,1,1,2026-03-08,2026-03-08,2026-03-07,classified,2026-03-08,2026,2026-03-08,2026,2026-03-07,2026
4813695,VCV004813695,single nucleotide variant,1,1,2026-03-28,2026-04-13,2026-03-28,classified,2026-03-28,2026,2026-04-13,2026,2026-03-28,2026
